,Date,Title,URLs,Views
VM607:1 ,30/01/2024,Strikers PP vs Utah Glory AL- U15 D3 Girls Soccer,https://www.youtube.com/watch?v=NcBIxspSUFo,"38,350 views"
VM607:1 ,30/01/2024,La Roca TC vs Wasatch JS - U12 D1 Soccer,https://www.youtube.com/watch?v=FVuQlXcJfVQ,"27,091 views"
VM607:1 ,30/01/2024,Wasatch JS vs Wasatch CH - U12 Indoor Soccer,https://www.youtube.com/watch?v=M2FzFbqL7ig,"8,046 views"
VM607:1 ,30/01/2024,Strikers Green vs Wasatch JS - U11/12 Indoor Soccer,https://www.youtube.com/watch?v=D45WVriX3Rc,"36,073 views"
VM607:1 ,30/01/2024,Wasatch JS vs Wasatch SD - U11/U12 scrimmage soccer,https://www.youtube.com/watch?v=QSsEe3uSS3o,"25,225 views"
VM607:1 ,30/01/2024,Wasatch JS vs Wasatch JL - U11/12 Indoor Soccer,https://www.youtube.com/watch?v=ZMDh40Vr9as,"8,573 views"
VM607:1 ,30/01/2024,Wasatch Soccer Club at the RSL/LAFC game,https://www.youtube.com/watch?v=iZ4cogiY_-c,"3,774 views"
VM607:1 ,30/01/2024,Wasatch LG vs Wasatch JS - U12 Indoor Soccer,https://www.youtube.com/watch?v=UQEmYvu5VyM,"9,520 views"
VM607:1 ,30/01/2024,Wasatch JS vs Wasatch BA - U12 Indoor Soccer,https://www.youtube.com/watch?v=AT3XbFEhLcs,"18,257 views"
VM607:1 ,30/01/2024,Strikers AT vs La Roca NL - U16 Futsal,https://www.youtube.com/watch?v=kCH3Eiye9tc,"7,047 views"
VM607:1 ,30/01/2024,Strikers Green vs Wasatch JS-U12 Indoor Soccer,https://www.youtube.com/watch?v=1iptzSSuI9U,"21,738 views"
VM607:1 ,30/01/2024,Ice Breaker Tournament U12 Championship-HVSC TL vs Wasatch JS,https://www.youtube.com/watch?v=F7T9FJ4UAS0,"177,440 views"
VM607:1 ,30/01/2024,Ice Breaker Tournament U12 Semi-Final. Wasatch JS vs Strikers MM,https://www.youtube.com/watch?v=spUkRBn53Bc,"70,687 views"
VM607:1 ,30/01/2024,Ice Breaker Tournament U12 Soccer-Wasatch JS vs HVSC EB,https://www.youtube.com/watch?v=WxtDabC9Teg,"92,306 views"
VM607:1 ,30/01/2024,Ice Breaker Tournament U12 Soccer - Wasatch JS vs NUU BB,https://www.youtube.com/watch?v=ZoCcRmxuPoE,"52,143 views"
VM607:1 ,30/01/2024,La Roca DC vs La Roca NL - U15/16 Futsal,https://www.youtube.com/watch?v=a7hxmLYu5IA,"2,182 views"
VM607:1 ,30/01/2024,La Roca RH vs La Roca NL - U16 Futsal,https://www.youtube.com/watch?v=aiXHOwNjaeA,"2,182 views"
VM607:1 ,30/01/2024,La Roca NL vs Crush - U16 Futsal,https://www.youtube.com/watch?v=fxvQe3U5PCY,"4,468 views"
VM607:1 ,30/01/2024,La Roca DC vs La Roca NL - U15/16 Futsal,https://www.youtube.com/watch?v=AfgNtVw8VRo,"3,837 views"
VM607:1 ,30/01/2024,La Roca DC vs La Roca NL - U15/16 Futsal,https://www.youtube.com/watch?v=Ck81fDDy-1c,"3,474 views"
VM607:1 ,30/01/2024,Strikers JW vs La Roca NL - U16 Futsal,https://www.youtube.com/watch?v=8si0HHF0i5g,"1,870 views"
VM607:1 ,30/01/2024,Athletico vs La Roca NL - U16 Futsal,https://www.youtube.com/watch?v=1jgI1PPIcHU,"6,292 views"
VM607:1 ,30/01/2024,Wasatch JS vs MetaSport PT - U12 Indoor Soccer,https://www.youtube.com/watch?v=3ZvVz0wbf_o,"11,178 views"
VM607:1 ,30/01/2024,Queretaro vs Deportivo Pinon - Championship Final- PRL Sunday League Soccer,https://www.youtube.com/watch?v=bXdJjmLKHoQ,"9,757 views"
VM607:1 ,30/01/2024,La Roca NL vs La Roca DC - U15/16 Futsal,https://www.youtube.com/watch?v=0pWjoklSXVY,"3,117 views"
VM607:1 ,30/01/2024,Wasatch JS vs Forza CM - U12 Indoor Soccer,https://www.youtube.com/watch?v=zdvVoEdRV2Y,"7,033 views"
VM607:1 ,30/01/2024,Wasatch HH vs La Roca NL - U16 Futsal,https://www.youtube.com/watch?v=uN5r8XAQ4iU,"2,841 views"
VM607:1 ,30/01/2024,Dep Pinon vs Mayos Grande - U12/13 Semi Final - PRL Sunday League Indoor Soccer,https://www.youtube.com/watch?v=PpG-gMqb2ec,"7,694 views"
VM607:1 ,30/01/2024,Wasatch BA vs Wasatch JS - U12 Indoor Soccer,https://www.youtube.com/watch?v=7YYLV_fRlCY,"12,569 views"
VM607:1 ,30/01/2024,Deportivo Pinon vs Aztlan - PRL Sunday League U12/13 Soccer,https://www.youtube.com/watch?v=eFb0E6hSPRU,"42,013 views"
VM607:1 ,30/01/2024,La Roca RH vs La Roca NL - U16 Futsal,https://www.youtube.com/watch?v=DunrHIxucI0,"16,564 views"
VM607:1 ,30/01/2024,FC Kongo RJ vs Wasatch JS - U12 Indoor Soccer,https://www.youtube.com/watch?v=Nv9A0H5vRDc,"9,117 views"
VM607:1 ,30/01/2024,Aguilas vs Deportivo Pinon - PRL Sunday League U12/13 Indoor Soccer,https://www.youtube.com/watch?v=fodGx8G1zU4,"3,638 views"
VM607:1 ,30/01/2024,La Roca NL vs La Roca DC - U16 Futsal,https://www.youtube.com/watch?v=x31_RuMCENg,"2,471 views"
VM607:1 ,30/01/2024,Wasatch JS vs MetaSport PT - U12 Indoor Soccer,https://www.youtube.com/watch?v=LZjtL1R3rEg,"10,581 views"
VM607:1 ,30/01/2024,Deportivo Pinon vs Queretaro - PRL Sunday League U12/13 Indoor Soccer,https://www.youtube.com/watch?v=UE1jHQuILLc,"7,595 views"
VM607:1 ,30/01/2024,Wasatch JS vs Wasatch JS - U12 Indoor Soccer,https://www.youtube.com/watch?v=2oa5GIvuNq4,"15,828 views"
VM607:1 ,30/01/2024,Kongo RJ vs Wasatch JS - U12 Indoor Soccer,https://www.youtube.com/watch?v=W5ecL5hpN24,"7,969 views"
VM607:1 ,30/01/2024,Rampage CC vs Wasatch JS - U12 D1 Soccer,https://www.youtube.com/watch?v=7nU5OVgZyqA,"38,338 views"
VM607:1 ,30/01/2024,Mayos Grande vs Deportivo Pinon - PRL Sunday league U12/13 Soccer,https://www.youtube.com/watch?v=7rP63-QZVdM,"5,269 views"
VM607:1 ,30/01/2024,Wasatch JS vs Blue Knights KM- U12 D1 Soccer,https://www.youtube.com/watch?v=RMG9bOScwAA,"49,460 views"
VM607:1 ,30/01/2024,Wasatch JS vs Wasatch JS - U12 Indoor Soccer,https://www.youtube.com/watch?v=xd2SIyYsGy4,"7,544 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan - PRL Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=Xe9dQAVFYD0,"24,624 views"
VM607:1 ,30/01/2024,Wasatch JS vs AFC Apex - U12 D1 Soccer,https://www.youtube.com/watch?v=NVJJiYe48b0,"75,736 views"
VM607:1 ,30/01/2024,Aguilitas vs Pinon - PRL Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=ez_v_dCQjMY,"6,575 views"
VM607:1 ,30/01/2024,La Roca NL vs Wasatch HH - U16 D1 Soccer,https://www.youtube.com/watch?v=vVLiFbQ9awY,"2,782 views"
VM607:1 ,30/01/2024,Forza TA vs Wasatch CH - U12 A Soccer,https://www.youtube.com/watch?v=7VE-2zOHBOY,"2,771 views"
VM607:1 ,30/01/2024,Shooters JB vs La Roca NL - U16 D1 Soccer,https://www.youtube.com/watch?v=FjRbzPxMrYc,"4,535 views"
VM607:1 ,30/01/2024,Pinon vs Queretaro - PRL Sunday League U12/13 Indoor soccer,https://www.youtube.com/watch?v=3vBHgIrVc5c,"4,670 views"
VM607:1 ,30/01/2024,Sparta DKJ vs Wasatch JS - U12 D1 boys soccer,https://www.youtube.com/watch?v=oAF_dUOi4GA,"52,449 views"
VM607:1 ,30/01/2024,L30 EVO United vs La Roca KP - U10 A Soccer,https://www.youtube.com/watch?v=WlfbXl2fRyo,"7,427 views"
VM607:1 ,30/01/2024,USA DN vs La Roca NL - U16 D1 Soccer,https://www.youtube.com/watch?v=fDE_M4Zibo4,"3,220 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan - PRL Sunday League U12/13 Indoor soccer,https://www.youtube.com/watch?v=6MahnB06U00,"21,948 views"
VM607:1 ,30/01/2024,Wasatch JS vs Utah Rangers - U12 D1 Soccer,https://www.youtube.com/watch?v=WPlbnA958aM,"53,379 views"
VM607:1 ,30/01/2024,Utah Glory vs Wasatch JS - U12 D1 Soccer,https://www.youtube.com/watch?v=IT9w2A8dSoc,"33,864 views"
VM607:1 ,30/01/2024,La Roca NL vs Utah Rangers - U16 D1 Soccer,https://www.youtube.com/watch?v=bZWzEswQHWo,"1,282 views"
VM607:1 ,30/01/2024,L30 Kongo RJ vs Wasatch JS - U12 D1 Soccer,https://www.youtube.com/watch?v=qAgHriPO2DA,"34,803 views"
VM607:1 ,30/01/2024,Blue Knights GB vs La Roca NL-U16 D1 Soccer,https://www.youtube.com/watch?v=QRG1yObLr3A,"2,668 views"
VM607:1 ,30/01/2024,Wasatch JS vs La Roca KR - U10 A Soccer,https://www.youtube.com/watch?v=ZnXSiX3_qa0,"523,956 views"
VM607:1 ,30/01/2024,La Roca S-FS vs Wasatch JS- U12 D1 Soccer,https://www.youtube.com/watch?v=lGWsspKEQpU,"29,110 views"
VM607:1 ,30/01/2024,La Roca SW vs Wasatch CH- U12 A Soccer,https://www.youtube.com/watch?v=HXriIcixr7U,"9,244 views"
VM607:1 ,30/01/2024,Wasatch JS vs L30 Barca - U12 D1 Soccer,https://www.youtube.com/watch?v=TiG2Ygca1yc&t=2s,"5,935,428 views"
VM607:1 ,30/01/2024,Forza Mayor's Cup-Wasatch JS vs Sparta DKJ-U12 Gold Tournament Soccer,https://www.youtube.com/watch?v=t2RrdMuVYcc,"52,595 views"
VM607:1 ,30/01/2024,Forza Mayors Cup-Wasatch JS vs La Roca CB-U12 Gold Tournament soccer,https://www.youtube.com/watch?v=jd3o_1f3zk8,"80,199 views"
VM607:1 ,30/01/2024,Forza Mayors Cup - Blue Knights KM vs Wasatch JS - U12 Gold tournament soccer,https://www.youtube.com/watch?v=GsRgShJShgg,"65,034 views"
VM607:1 ,30/01/2024,Strikers BU vs La Roca NL- U16 D1 Soccer,https://www.youtube.com/watch?v=O1ElC9y0LN0,"3,210 views"
VM607:1 ,30/01/2024,La Roca NL vs Park City SC Red - U16 D1 Soccer,https://www.youtube.com/watch?v=BNBfyK1BemU,"4,088 views"
VM607:1 ,30/01/2024,Wasatch JS vs Comba Yellow- U12 D1 Soccer,https://www.youtube.com/watch?v=qOmZbeaimw0,"391,240 views"
VM607:1 ,30/01/2024,USA Adidas Cup-USA DC vs La Roca DC-U19 Championship Match,https://www.youtube.com/watch?v=dhR7C3DIPO8,"26,288 views"
VM607:1 ,30/01/2024,USA Adidas Cup-Wasatch JS vs USA SM-U12 Tournament Soccer,https://www.youtube.com/watch?v=h5e3b38E2Fc,"41,006 views"
VM607:1 ,30/01/2024,USA Adidas Cup-Wasatch JS vs Impact EC Jr-U12 Tournament Soccer,https://www.youtube.com/watch?v=GOBsFv0mmS4,"73,748 views"
VM607:1 ,30/01/2024,USA Adidas Cup-La Roca S CS/CJ vs Wasatch JS-U12 Tournament Soccer,https://www.youtube.com/watch?v=4ejo-dNfEVU,"78,288 views"
VM607:1 ,30/01/2024,Pinon vs Purisima - PRL Sunday League Youth Soccer,https://www.youtube.com/watch?v=-kKW_bD61p8,"13,229 views"
VM607:1 ,30/01/2024,Outlaws Cup- La Roca NL vs Outlaws ZP- U16/17 Championship Final,https://www.youtube.com/watch?v=vI5wh6TPi9M,"3,833 views"
VM607:1 ,30/01/2024,Outlaws Cup - La Roca NL vs Rampage KT - U16/17 Semifinal Tournament Soccer,https://www.youtube.com/watch?v=4zXOM65CfeU,"5,244 views"
VM607:1 ,30/01/2024,Outlaws Cup - La Roca NL vs Strikers AT - U16/17 Tournament Soccer,https://www.youtube.com/watch?v=rJiZXbCZxE4,"3,765 views"
VM607:1 ,30/01/2024,Outlaws Cup- La Roca NL vs PYSA United- U16/17 Tournament Soccer,https://www.youtube.com/watch?v=zeh6QeqTCZM,"3,154 views"
VM607:1 ,30/01/2024,La Roca Cup - La Roca NL vs Blue Knights CE - U16 Tournament Soccer,https://www.youtube.com/watch?v=JK-0YJ2RVN4,"6,113 views"
VM607:1 ,30/01/2024,La Roca Cup -UDA Blue vs Wasatch SD- U11 Championship Final,https://www.youtube.com/watch?v=7JE14F4YA0s,"37,416 views"
VM607:1 ,30/01/2024,La Roca Cup - La Roca NL vs Forza GP - U16 tournament Soccer,https://www.youtube.com/watch?v=O_fS7Oxqu_c,"4,108 views"
VM607:1 ,30/01/2024,La Roca Cup- Wasatch SD vs La Roca HW- U11 Tournament Soccer,https://www.youtube.com/watch?v=xSsSo-tBYMY,"6,295 views"
VM607:1 ,30/01/2024,La Roca Cup-La Roca NL vs Blue Knights GB-U16 Tournament Soccer,https://www.youtube.com/watch?v=5y12k9WwzGk,"3,282 views"
VM607:1 ,30/01/2024,Pinon vs Barcelona-PRL Sunday League Youth Soccer,https://www.youtube.com/watch?v=TE76gFjMu3E,"5,321 views"
VM607:1 ,30/01/2024,Sparta Cup-Sparta SP vs Wasatch JS-U12 Tournament Soccer,https://www.youtube.com/watch?v=BKDB132Oqn8,"79,560 views"
VM607:1 ,30/01/2024,Sparta Cup-Wasatch JS vs Sparta DKJ-U12 Tournament Soccer,https://www.youtube.com/watch?v=w0QgUJ8wO-E,"51,722 views"
VM607:1 ,30/01/2024,Sparta Cup-USA JH vs Wasatch JS-U12 Tournament Soccer,https://www.youtube.com/watch?v=VNr0VA2XNAY,"45,490 views"
VM607:1 ,30/01/2024,Sparta Cup-Liverpool DA vs Wasatch JS-U12 Tournament Soccer,https://www.youtube.com/watch?v=MqjZiMDE8Rg,"24,768 views"
VM607:1 ,30/01/2024,Pinon vs Purisima-PRL Sunday League youth soccer,https://www.youtube.com/watch?v=9tr4ZvITsFU,"3,756 views"
VM607:1 ,30/01/2024,USA Elite vs Strikers PP- U15 Girls Championship Final,https://www.youtube.com/watch?v=ZzVgBYKLEEY,"2,465 views"
VM607:1 ,30/01/2024,Ogden Peaks Classic-MetaSport vs Kongo-U12 Tournament Soccer,https://www.youtube.com/watch?v=zD-U9JKgXkQ,"4,512 views"
VM607:1 ,30/01/2024,Pinon vs Queretaro - PRL Sunday League Youth Soccer,https://www.youtube.com/watch?v=ctv-MPRcupo,"18,340 views"
VM607:1 ,30/01/2024,Aztlan vs Pinon - PRL Sunday League U11 Soccer,https://www.youtube.com/watch?v=FjUIAPIhopM,"10,695 views"
VM607:1 ,30/01/2024,Pinon vs Barcelona - PRL Sunday League U11 Soccer,https://www.youtube.com/watch?v=L2p8df8F4Ms,"35,342 views"
VM607:1 ,30/01/2024,Wasatch Soccer Classic-UDA Blue vs Wasatch BW-U12 Gold Championship Final,https://www.youtube.com/watch?v=lOUy4YBqTwM,"27,995 views"
VM607:1 ,30/01/2024,Wasatch Soccer Classic-U12 Bronze Championship Final-L30 Bullets vs Wasatch SD-,https://www.youtube.com/watch?v=-e7FkOz27y8,"119,652 views"
VM607:1 ,30/01/2024,Wasatch Soccer Classic - U9 Championship Match-Strikers JS vs Wasatch JS,https://www.youtube.com/watch?v=KF-Gk0fPg4s,"37,175 views"
VM607:1 ,30/01/2024,Wasatch Soccer Classic-Wasatch SD vs Wasatch TN-U12 Semifinal,https://www.youtube.com/watch?v=xyktcUuWb3c,"48,809 views"
VM607:1 ,30/01/2024,Wasatch Soccer Classic - Wasatch SD vs Cima FC Gray - U12 Tournament Soccer,https://www.youtube.com/watch?v=8a0jqEAccsQ,"62,553 views"
VM607:1 ,30/01/2024,Wasatch Soccer Classic-Outlaws CD vs Wasatch SD-U12 Tournament Soccer,https://www.youtube.com/watch?v=_i_4aQLnY5g,"22,029 views"
VM607:1 ,30/01/2024,Utah State Cup - AFC Apex vs Forza DN - U11 Tournament Soccer,https://www.youtube.com/watch?v=GQGY7bj1xGc,"28,655 views"
VM607:1 ,30/01/2024,Utah Glory BT vs Wasatch SD - U11 Premier Soccer,https://www.youtube.com/watch?v=RykkHHGGs9I,"55,924 views"
VM607:1 ,30/01/2024,La Roca DB vs NUU United CV - U15 D1 Soccer,https://www.youtube.com/watch?v=nrNdvCdX9cI,"3,091 views"
VM607:1 ,30/01/2024,Wasatch SD vs HVSC Storm - U11 Premier Soccer,https://www.youtube.com/watch?v=8bxjlAu9Ng8,"23,252 views"
VM607:1 ,30/01/2024,Utah Surf BH vs La Roca DB - U15 D1 Soccer,https://www.youtube.com/watch?v=fZCDUsehXb8,"69,238 views"
VM607:1 ,30/01/2024,Wasatch SD vs USA SM - U11 Premier Soccer,https://www.youtube.com/watch?v=oWh_2JKs7sk,"18,665 views"
VM607:1 ,30/01/2024,Forza DN vs Wasatch SD - U11 Premier Soccer,https://www.youtube.com/watch?v=o3_oyr-EJtw,"23,987 views"
VM607:1 ,30/01/2024,Pinon vs Queretaro - PRL Sunday League U11 soccer,https://www.youtube.com/watch?v=3rBWLBNE_aY,"25,457 views"
VM607:1 ,30/01/2024,Wasatch SD vs Comba FC - U11 Premier Soccer,https://www.youtube.com/watch?v=4Fz2zzMwN88,"56,930 views"
VM607:1 ,30/01/2024,Sparta SP vs Wasatch SD - U11 Premier Soccer,https://www.youtube.com/watch?v=OtXkiTu-oT4,"31,027 views"
VM607:1 ,30/01/2024,Pinon vs Aztlan - PRL Sunday League U11 Soccer,https://www.youtube.com/watch?v=dxaUBEaUsG0,"61,989 views"
VM607:1 ,30/01/2024,Wasatch SD vs Forza South CW - U11 Premier Soccer,https://www.youtube.com/watch?v=EgS0nJzaFx8,"15,099 views"
VM607:1 ,30/01/2024,La Roca HW vs Metasport FC - U10A Soccer,https://www.youtube.com/watch?v=Wixr2cXGo8Q,"8,602 views"
VM607:1 ,30/01/2024,La Roca DB vs Utah Olympia FC - U15 D1 Soccer,https://www.youtube.com/watch?v=6psLtSSqfls,"13,355 views"
VM607:1 ,30/01/2024,La Roca DB vs La Roca S. RO - U15 D1 Soccer,https://www.youtube.com/watch?v=-SbZeEYLsKY,"3,809 views"
VM607:1 ,30/01/2024,Strikers JH vs Utah Surf BH - U15 D2 Girls soccer,https://www.youtube.com/watch?v=mZj4jMAUQG8,"3,503 views"
VM607:1 ,30/01/2024,UDA Blue vs Wasatch SD - U11 Premier soccer,https://www.youtube.com/watch?v=o3d6zJ4T10s,"22,954 views"
VM607:1 ,30/01/2024,Strikers PP vs FC Bayern JS - U14A Girls Soccer,https://www.youtube.com/watch?v=3PGnHcG3hSE,"9,355 views"
VM607:1 ,30/01/2024,Aztlan vs Deportivo Pinon - PRL Sunday League U11 Semi Final,https://www.youtube.com/watch?v=hDD-8EofE2g,"12,109 views"
VM607:1 ,30/01/2024,UDA Blue vs Wasatch Elite BW - U12 Premier Soccer,https://www.youtube.com/watch?v=TAzWtWaFBVM,"34,883 views"
VM607:1 ,30/01/2024,Aztlan vs Deportivo Pinon - PRL Sunday League U11 Indoor Soccer,https://www.youtube.com/watch?v=daJN9wYe4Ow,"39,685 views"
VM607:1 ,30/01/2024,Deportivo Pinon vs Raptors - PRL Sunday League U11 Indoor Soccer.,https://www.youtube.com/watch?v=mRg8SieOYdY,"20,399 views"
VM607:1 ,30/01/2024,Pinon vs Queretaro - PRL Sunday League U11 Indoor Soccer,https://www.youtube.com/watch?v=CWj0xK2Uhys,"7,196 views"
VM607:1 ,30/01/2024,Real Salt Lake/LA Galaxy Opening Ceremony,https://www.youtube.com/watch?v=vW656YLse0w,"2,406 views"
VM607:1 ,30/01/2024,Utah FC vs Wasatch SD - U11 Premier Soccer,https://www.youtube.com/watch?v=JdjG3_l8vf4,"99,903 views"
VM607:1 ,30/01/2024,Wasatch SD vs L30 Bullets - U11/12 Indoor Soccer,https://www.youtube.com/watch?v=90vBVLSEdOU,"14,677 views"
VM607:1 ,30/01/2024,Coyote Cup - Forza GP1 vs La Roca DB - U15 Championship Final,https://www.youtube.com/watch?v=fFv3kY0TfCk,"2,773 views"
VM607:1 ,30/01/2024,Coyote Cup - USA SU vs La Roca DB - U15 tournament soccer,https://www.youtube.com/watch?v=WKDeVhAYIN8,"3,284 views"
VM607:1 ,30/01/2024,Coyote Cup - Celtic FC vs SWAT MM/JA - U14 Girls championship final,https://www.youtube.com/watch?v=bpwrLrRvVXg,"4,246 views"
VM607:1 ,30/01/2024,Coyote Cup - UDA Blue vs CCFC SWAT - U12 tournament soccer,https://www.youtube.com/watch?v=--nEjpLkk0I,"213,228 views"
VM607:1 ,30/01/2024,Coyote Cup - La Roca DB vs SWAT RI/DT - U15 tournament soccer,https://www.youtube.com/watch?v=9Vk7fCyI5XM,"4,167 views"
VM607:1 ,30/01/2024,Coyote Cup - La Roca DB vs Forza GP1 - U15 tournament Soccer,https://www.youtube.com/watch?v=lO5XNFFOfe8,"18,362 views"
VM607:1 ,30/01/2024,Aztlan vs Pinon - Sunday League U11 Indoor Soccer,https://www.youtube.com/watch?v=oj2ew6X0fcI,"80,137 views"
VM607:1 ,30/01/2024,Wasatch SD vs Strikers MM - U11/12 Futsal,https://www.youtube.com/watch?v=ekr1msp6-IY,"33,254 views"
VM607:1 ,30/01/2024,Wasatch TN vs Wasatch SD - U11/12 Indoor Soccer,https://www.youtube.com/watch?v=YtC66QsnI9o,"32,218 views"
VM607:1 ,30/01/2024,La Roca DC vs La Roca DB - U15 Futsal,https://www.youtube.com/watch?v=aJ-usXTEv5w,"13,684 views"
VM607:1 ,30/01/2024,Wasatch SD vs Elevation SC - U11 Indoor Soccer,https://www.youtube.com/watch?v=M080osVkXS4,"10,095 views"
VM607:1 ,30/01/2024,Raptors vs Pinon - PRL Sunday League U11 Indoor Soccer,https://www.youtube.com/watch?v=3_YCdLronY8,"15,765 views"
VM607:1 ,30/01/2024,Wasatch SD vs La Roca Roly - U11 Futsal,https://www.youtube.com/watch?v=soHOQ1xr1Ls,"6,305 views"
VM607:1 ,30/01/2024,Wasatch LZ vs Wasatch SD - U11/12 Indoor Soccer,https://www.youtube.com/watch?v=BwmhkWvqfr4,"9,126 views"
VM607:1 ,30/01/2024,La Roca HW vs La Roca DB - U15 Futsal,https://www.youtube.com/watch?v=q9pzA5hvi0w,"1,295 views"
VM607:1 ,30/01/2024,La Roca DB vs La Roca DC - U15 Futsal,https://www.youtube.com/watch?v=LWTh7PqUuao,"1,222 views"
VM607:1 ,30/01/2024,Wasatch SD vs Gremio MV - U11/12 Futsal,https://www.youtube.com/watch?v=GhebskdLClI,"98,494 views"
VM607:1 ,30/01/2024,Strikers BU vs La Roca DB - U15 Futsal,https://www.youtube.com/watch?v=ObYc2tOJ50A,"1,539 views"
VM607:1 ,30/01/2024,Aztlan vs Pinon - PRL Sunday League Semi Final Match,https://www.youtube.com/watch?v=yX3wXh3RZAw,"48,804 views"
VM607:1 ,30/01/2024,Wasatch SD vs Strikers KH - U11/12 Futsal,https://www.youtube.com/watch?v=QGKC_sjWB4Q,"88,937 views"
VM607:1 ,30/01/2024,La Roca DB Red vs La Roca DB White - U15 Futsal,https://www.youtube.com/watch?v=8D2KRKJHlKE,"1,457 views"
VM607:1 ,30/01/2024,Outlaws ZP vs Strikers PP - U16 Futsal,https://www.youtube.com/watch?v=1mlRLlsYYM0,"1,043 views"
VM607:1 ,30/01/2024,Wasatch BW vs Wasatch SD - U11/12 Futsal,https://www.youtube.com/watch?v=xzHvxV57fTA,"7,937 views"
VM607:1 ,30/01/2024,UYSA Presidents Cup-Wasatch SD vs AFC Apex-U11 Tournament soccer,https://www.youtube.com/watch?v=9Z80hGSC9Vw,"37,558 views"
VM607:1 ,30/01/2024,UYSA Presidents Cup - Impact EC Jr vs Wasatch SD - U11 Tournament Soccer,https://www.youtube.com/watch?v=dhYNFGIXpDQ,"73,067 views"
VM607:1 ,30/01/2024,UYSA Presidents Cup - USA SM vs Wasatch SD - U11 Tournament Soccer,https://www.youtube.com/watch?v=JWBkswQgzIg,"50,041 views"
VM607:1 ,30/01/2024,UYSA Presidents Cup -Wasatch WR vs La Roca S-Jr - U9 tournament soccer,https://www.youtube.com/watch?v=jL-Lh4Arg28,"6,611 views"
VM607:1 ,30/01/2024,The best of 9 year old Lance-2016 Soccer Compilation,https://www.youtube.com/watch?v=M15LRVhqhcw,"7,143 views"
VM607:1 ,30/01/2024,La Roca DB vs La Roca DC - U14/15 Futsal,https://www.youtube.com/watch?v=0rCdCH5N23U,"1,697 views"
VM607:1 ,30/01/2024,Wasatch SD vs Elevation SC - U11 Friendly,https://www.youtube.com/watch?v=nglIKSvhlcg,"9,956 views"
VM607:1 ,30/01/2024,Queretaro vs Pinon - PRL Sunday League Youth Indoor soccer,https://www.youtube.com/watch?v=RHAMlM7omFU,"214,870 views"
VM607:1 ,30/01/2024,Galaxy vs Pinon - PRL Sunday League Youth Indoor soccer,https://www.youtube.com/watch?v=VoG3wGq_a64,"183,891 views"
VM607:1 ,30/01/2024,La Roca DB vs La Roca DC - U14/15 Futsal,https://www.youtube.com/watch?v=GiYe5xLNf-4,"61,757 views"
VM607:1 ,30/01/2024,Pinon vs Raptors - PRL Sunday League Youth indoor soccer.,https://www.youtube.com/watch?v=E3MNPe20B7s,"88,816 views"
VM607:1 ,30/01/2024,Outlaws DZ vs Strikers PP - U14/15 Girls Futsal,https://www.youtube.com/watch?v=P__9VUdQV0I,"1,062 views"
VM607:1 ,30/01/2024,La Roca DB vs La Roca HW - U15 Futsal,https://www.youtube.com/watch?v=CJQrkjrJv70,"3,835 views"
VM607:1 ,30/01/2024,Aztlan vs Pinon-PRL Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=LC6D53FXPU4,"8,266 views"
VM607:1 ,30/01/2024,Elevation SC vs Wasatch Elite SD- U11 Indoor Championship Soccer,https://www.youtube.com/watch?v=0lKh80hJQSc,"10,400 views"
VM607:1 ,30/01/2024,Wasatch TB vs La Roca DB - U15 Futsal,https://www.youtube.com/watch?v=1BP82qoOsZU,"1,303 views"
VM607:1 ,30/01/2024,CT Strikers vs Wasatch SD- U11/12 Indoor Soccer,https://www.youtube.com/watch?v=9sBYEEE_DWE,"16,643 views"
VM607:1 ,30/01/2024,Tapatio vs Pinon-PRL Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=oTKTHv3IHRA,"16,342 views"
VM607:1 ,30/01/2024,Atletico vs La Roca DB - U15 Futsal,https://www.youtube.com/watch?v=eh5RLCdD_Vc,"81,622 views"
VM607:1 ,30/01/2024,Wasatch SD vs Wasatch SR - U11/12 Indoor Soccer,https://www.youtube.com/watch?v=gX1q_-H6eiY,"14,368 views"
VM607:1 ,30/01/2024,Raptors vs Pinon-PRL Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=iwFLhD5rdTM,"20,392 views"
VM607:1 ,30/01/2024,Wasatch TN vs Wasatch SD- U11/12 Indoor Soccer,https://www.youtube.com/watch?v=cwSWbbFQKa8,"10,171 views"
VM607:1 ,30/01/2024,La Roca DB White vs La Roca DB Red-U15 Futsal,https://www.youtube.com/watch?v=W1TEsVGLzg8,"2,924 views"
VM607:1 ,30/01/2024,Pinon vs Aguilas-Sunday League Youth Indoor Soccer,https://www.youtube.com/watch?v=--UaSjQvj8c,"42,558 views"
VM607:1 ,30/01/2024,LC Thunder vs Wasatch SD-U11/12 Indoor Soccer,https://www.youtube.com/watch?v=djRFl1UpT3Q,"11,230 views"
VM607:1 ,30/01/2024,La Roca DB vs La Roca HW-U15 Futsal,https://www.youtube.com/watch?v=KnuJP2blGrk,"2,983 views"
